# ID  RA  DEC  [Fe/H]_K  [Fe/H]_K_e  K_mean  N_ep  Period  A_tot  C_phi  S/N    
11547  17:58:53.02  -26:03:13.4  -1.353  0.033  15.070    71  0.495612  0.259  0.915  56.9
11549  17:58:54.17  -19:05:57.6  -1.337  0.038  15.084    72  0.519181  0.345  0.907  81.7
11550  17:58:54.23  -24:21:47.6  -0.480  0.059  15.086    75  0.401925  0.272  0.918  46.8
11556  17:58:55.60  -24:58:46.4  -1.427  0.025  14.739    58  0.489068  0.304  0.936  74.9
11557  17:58:55.91  -20:11:39.6  -1.266  0.024  14.060    72  0.655207  0.251  0.940  136.6
11558  17:58:56.00  -23:55:43.2  -1.527  0.091  14.878    76  0.719151  0.347  0.908  69.5
11561  17:58:57.56  -25:06:00.6  -0.582  0.064  14.614    65  0.473984  0.178  0.941  51.7
11563  17:58:58.29  -26:18:46.4  -1.475  0.032  15.048    63  0.592225  0.299  0.918  66.6
11564  17:58:58.41  -26:27:51.4  -1.130  0.064  15.076    69  0.446229  0.423  0.917  62.3
11565  17:58:59.14  -22:03:06.8  -1.000  0.097  14.026    62  0.569267  0.224  0.895  104.2
11567  17:59:00.69  -24:41:52.9  -1.465  0.038  14.668   112  0.640836  0.261  0.951  90.5
11568  17:59:00.96  -24:04:03.8  -1.403  0.032  14.726    76  0.487199  0.286  0.941  48.3
11570  17:59:01.34  -21:16:36.1  -1.467  0.056  14.596    67  0.577368  0.237  0.933  90.4
11573  17:59:03.24  -22:41:41.4  -2.041  0.109  14.248    55  0.750327  0.178  0.919  76.6
11574  17:59:03.42  -21:38:35.9  -1.291  0.028  15.078    66  0.525825  0.327  0.928  80.2
11577  17:59:04.38  -20:42:15.9  -1.375  0.098  15.904    63  0.477295  0.363  0.937  43.0
11579  17:59:04.39  -21:51:55.6  -1.342  0.035  15.678    66  0.527056  0.388  0.929  58.1
11581  17:59:05.61  -19:18:55.0  -1.965  0.068  14.837    72  0.618183  0.250  0.930  73.4
11582  17:59:06.20  -24:16:12.6  -1.145  0.093  13.037    76  0.610988  0.138  0.924  104.5
11585  17:59:07.11  -20:17:42.8  -1.342  0.027  14.376    97  0.495709  0.330  0.959  83.0
11586  17:59:07.46  -23:52:25.3  -1.417  0.042  15.256    73  0.640407  0.264  0.936  48.0
11588  17:59:08.65  -25:37:14.4  -1.870  0.044  15.030    67  0.613561  0.262  0.926  69.0
11589  17:59:09.05  -25:22:30.4  -1.852  0.072  15.092   135  0.590835  0.370  0.954  97.8
11590  17:59:09.16  -20:06:54.7  -1.751  0.051  14.178    72  0.742284  0.264  0.889  139.8
11591  17:59:09.39  -21:12:25.8  -1.404  0.035  14.579    67  0.655432  0.172  0.945  73.0
11592  17:59:10.83  -20:33:16.2  -1.327  0.032  14.712    66  0.476022  0.364  0.902  139.1
11593  17:59:11.30  -23:21:32.0  -1.365  0.047  14.952    63  0.518424  0.311  0.930  73.8
11594  17:59:11.68  -21:42:47.8  -1.314  0.020  14.988    60  0.604437  0.276  0.939  68.5
11595  17:59:11.78  -21:39:08.7  -1.322  0.056  15.450    67  0.448960  0.446  0.930  47.3
11596  17:59:12.01  -23:58:18.3  -1.987  0.076  15.232    56  0.720859  0.203  0.947  36.7
11597  17:59:12.26  -20:26:59.1  -1.323  0.034  14.825    67  0.528296  0.301  0.914  92.3
11599  17:59:13.31  -21:56:38.3  -1.388  0.029  16.026    64  0.465957  0.419  0.942  61.4
11600  17:59:13.51  -22:37:44.5  -2.245  0.045  14.582    70  0.804792  0.315  0.946  107.3
11602  17:59:14.15  -19:46:32.0  -1.349  0.031  14.435    72  0.516153  0.272  0.935  135.6
11603  17:59:14.17  -20:10:38.6  -1.259  0.028  15.067   132  0.476817  0.366  0.965  126.8
11604  17:59:14.21  -23:31:17.2  -1.374  0.038  15.192    63  0.481500  0.266  0.937  44.1
11605  17:59:15.54  -23:48:23.3  -1.105  0.191  15.006    76  0.565562  0.247  0.946  40.1
11606  17:59:15.97  -21:57:57.9  -2.085  0.037  14.882    65  0.744057  0.298  0.914  106.2
11607  17:59:16.34  -22:09:03.4  -0.635  0.088  13.917    62  0.474918  0.200  0.929  71.0
11608  17:59:17.18  -23:33:09.4  -1.212  0.087  15.513    57  0.443735  0.452  0.915  49.2
11609  17:59:17.88  -21:31:57.4  -1.305  0.027  15.746    66  0.595575  0.223  0.891  46.4
11610  17:59:18.87  -23:12:14.6  -1.327  0.024  15.101    62  0.476205  0.427  0.947  121.4
11611  17:59:19.11  -22:27:20.8  -1.434  0.057  15.390   121  0.557530  0.370  0.950  72.0
11612  17:59:19.27  -25:50:57.9  -1.891  0.032  14.690    70  0.704086  0.309  0.934  114.5
11615  17:59:19.76  -24:22:23.4  -1.331  0.044  14.056    75  0.676085  0.236  0.932  72.4
11617  17:59:20.67  -25:01:07.6  -1.880  0.053  14.930    66  0.657048  0.314  0.908  63.1
11618  17:59:20.76  -25:10:25.5  -1.301  0.047  14.705    57  0.624948  0.189  0.934  61.2
11619  17:59:20.80  -20:55:45.8  -1.108  0.126  14.477    67  0.491406  0.310  0.924  95.0
11620  17:59:21.02  -25:56:26.3  -1.791  0.045  14.910    71  0.653822  0.315  0.942  78.6
11621  17:59:21.59  -23:10:29.4  -1.799  0.045  15.041    51  0.575436  0.370  0.922  102.7
11622  17:59:21.61  -22:45:11.3  -1.191  0.348  14.950    66  0.460191  0.155  0.930  42.1
11623  17:59:22.45  -26:02:05.0  -1.726  0.046  14.920    68  0.571440  0.284  0.936  59.9
11626  17:59:23.71  -22:30:15.3  -1.703  0.039  15.303    70  0.530960  0.300  0.913  57.6
11627  17:59:23.75  -23:44:22.5  -1.254  0.145  13.270    77  0.619646  0.099  0.946  49.1
11630  17:59:24.35  -25:38:43.2  -1.273  0.014  14.809    71  0.575420  0.300  0.937  78.3
11631  17:59:25.10  -20:25:44.1  -1.705  0.045  14.373    67  0.570740  0.238  0.913  101.9
11632  17:59:25.33  -26:26:47.5  -1.840  0.027  14.217    71  0.675336  0.279  0.941  117.2
11633  17:59:25.48  -21:36:07.1  -1.775  0.039  15.590    66  0.601363  0.376  0.918  73.6
11635  17:59:25.89  -25:43:53.2  -1.381  0.039  15.264    53  0.545332  0.376  0.908  66.4
11637  17:59:26.45  -24:24:14.7  -1.113  0.078  15.471    90  0.452076  0.307  0.925  42.1
11638  17:59:26.78  -23:48:10.1  -0.950  0.055  15.026    67  0.564619  0.219  0.959  69.8
11639  17:59:27.01  -25:27:49.2  -1.002  0.064  15.536    67  0.407868  0.373  0.924  56.4
11641  17:59:27.50  -18:52:48.3  -1.386  0.036  15.609    71  0.476413  0.305  0.942  50.9
11643  17:59:28.89  -24:56:16.8  -1.028  0.156  15.565    63  0.527170  0.242  0.955  34.4
11644  17:59:29.07  -22:48:36.8  -1.645  0.030  13.789    67  0.731801  0.215  0.922  65.3
11645  17:59:29.24  -24:26:07.3  -1.510  0.070  14.667   117  0.497552  0.295  0.953  83.4
11646  17:59:29.57  -22:45:50.6  -1.346  0.017  14.484    71  0.581745  0.258  0.934  73.0
11648  17:59:30.27  -19:18:01.5  -0.986  0.084  14.736    72  0.561872  0.159  0.951  59.3
11649  17:59:30.90  -22:12:45.1  -1.068  0.067  14.579   133  0.572493  0.258  0.952  57.2
11650  17:59:32.57  -25:49:11.3  -1.398  0.053  15.034    71  0.492292  0.453  0.934  77.0
11651  17:59:32.98  -23:16:06.8  -1.378  0.016  13.936    69  0.533836  0.312  0.913  180.5
11652  17:59:33.81  -21:36:29.4  -0.785  0.102  15.003    45  0.540024  0.205  0.877  38.3
11653  17:59:34.06  -20:25:00.3  -1.640  0.106  14.259    66  0.607277  0.182  0.923  70.9
11654  17:59:34.62  -20:54:46.0  -1.861  0.104  12.914    67  0.698351  0.135  0.953  128.5
11656  17:59:34.82  -22:44:51.6  -2.045  0.048  14.807    71  0.688903  0.319  0.938  88.9
11657  17:59:35.80  -21:31:58.0  -1.226  0.040  15.105    66  0.614197  0.222  0.885  62.3
11659  17:59:36.68  -22:02:59.6  -1.259  0.055  15.531    65  0.443241  0.352  0.928  54.1
11660  17:59:36.88  -20:32:42.9  -1.777  0.059  14.051    67  0.757186  0.223  0.928  108.5
11663  17:59:37.90  -22:36:32.8  -1.791  0.020  14.495    70  0.622837  0.326  0.938  133.6
11664  17:59:38.06  -21:10:38.4  -1.299  0.048  15.544    57  0.446938  0.403  0.917  48.3
11665  17:59:38.12  -20:02:57.4  -1.323  0.021  14.381   133  0.618241  0.220  0.951  102.3
11666  17:59:38.13  -25:24:58.4  -1.449  0.103  14.883    65  0.525416  0.356  0.912  64.8
11667  17:59:38.61  -24:41:58.0  -1.578  0.034  15.211    65  0.656526  0.232  0.945  50.5
11668  17:59:38.61  -23:35:07.9  -0.281  0.060  15.471    70  0.332398  0.307  0.898  51.1
11669  17:59:38.74  -21:10:35.7  -1.391  0.076  14.830    61  0.663370  0.236  0.854  83.3
11670  17:59:38.97  -19:57:02.2  -1.250  0.029  13.998   138  0.569253  0.252  0.965  124.9
11673  17:59:39.98  -20:48:49.1  -1.280  0.030  14.718    67  0.522735  0.306  0.935  108.3
11674  17:59:40.21  -22:46:45.5  -1.473  0.122  14.617    71  0.577812  0.153  0.938  57.2
11675  17:59:40.28  -19:59:12.6  -1.234  0.026  14.849   136  0.575537  0.293  0.970  79.2
11677  17:59:41.41  -19:49:17.0  -0.424  0.046  14.665    71  0.364976  0.393  0.943  154.3
11678  17:59:41.89  -22:35:29.2  -1.784  0.040  15.003    67  0.602842  0.333  0.940  98.3
11679  17:59:42.03  -25:18:38.4  -1.408  0.054  14.591    65  0.536724  0.327  0.943  75.2
11680  17:59:42.60  -25:15:19.8  -2.010  0.114  15.046    58  0.800497  0.171  0.907  38.7
11681  17:59:43.50  -19:41:35.6  -1.271  0.051  14.633    71  0.625872  0.168  0.926  68.9
11683  17:59:44.59  -20:14:47.9  -0.683  0.074  14.499    67  0.515582  0.176  0.926  45.1
11685  17:59:45.98  -25:03:21.0  -1.383  0.131  14.337    62  0.620348  0.173  0.880  78.1
11687  17:59:46.12  -20:32:53.0  -1.405  0.021  14.265    67  0.562404  0.294  0.930  162.0
11690  17:59:47.19  -18:59:38.3  -1.318  0.033  14.600    72  0.604574  0.229  0.947  67.0
11691  17:59:47.35  -20:38:38.6  -0.443  0.075  14.934    66  0.368662  0.365  0.922  102.3
11694  17:59:48.61  -25:58:48.6  -1.707  0.061  15.225    68  0.604680  0.365  0.924  49.2
11696  17:59:49.81  -23:10:07.2  -1.231  0.023  14.821    70  0.547617  0.318  0.928  107.3
11697  17:59:50.21  -21:27:15.7  -1.236  0.091  15.526    67  0.489937  0.369  0.911  77.1
11701  17:59:53.27  -24:30:28.6  -1.369  0.110  14.100    64  0.551207  0.309  0.929  55.5
11704  17:59:53.91  -25:03:22.0  -1.544  0.071  14.480    66  0.686124  0.217  0.868  63.0
11706  17:59:55.47  -23:17:42.9  -1.548  0.083  15.363    68  0.539792  0.298  0.918  54.4
11707  17:59:55.60  -21:02:19.5  -1.316  0.032  14.599    67  0.509128  0.278  0.951  95.5
11708  17:59:56.92  -21:21:04.0  -1.536  0.030  14.740    65  0.698664  0.182  0.913  76.0
11709  17:59:57.07  -19:30:17.7  -0.712  0.073  14.251    72  0.486552  0.252  0.941  137.0
11710  17:59:57.12  -26:45:38.1  -1.281  0.066  14.443   217  0.528417  0.205  0.973  106.3
11711  17:59:57.27  -23:45:58.6  -1.306  0.037  14.291    63  0.634513  0.270  0.941  73.5
11712  17:59:57.34  -19:52:49.8  -1.018  0.072  14.731   137  0.455732  0.236  0.970  66.4
11717  17:59:59.16  -25:29:31.3  -1.864  0.040  15.092    81  0.630699  0.269  0.920  53.8
11718  17:59:59.42  -19:50:06.9  -1.408  0.043  14.757   137  0.557852  0.268  0.959  84.8
11719  18:00:00.91  -19:19:05.8  -0.736  0.092  15.522    72  0.515611  0.214  0.943  39.3
11720  18:00:01.00  -25:47:13.2  -1.309  0.042  15.005    66  0.450037  0.308  0.927  76.6
11723  18:00:03.32  -20:40:53.6  -1.266  0.041  14.183    67  0.662795  0.185  0.933  83.4
11724  18:00:04.69  -22:50:36.8  -1.535  0.115  15.028    71  0.649134  0.228  0.947  68.6
11725  18:00:04.97  -24:31:59.1  -1.391  0.052  15.809    56  0.480154  0.308  0.907  42.0
11726  18:00:05.30  -21:17:36.4  -1.393  0.038  14.957    67  0.497082  0.405  0.919  70.2
11727  18:00:07.08  -20:27:31.6  -1.572  0.034  14.790   130  0.605582  0.278  0.950  74.2
11728  18:00:07.92  -26:32:40.7  -1.327  0.037  14.771   292  0.616398  0.198  0.981  124.6
11729  18:00:08.42  -21:28:01.1  -1.655  0.035  15.062    67  0.628710  0.262  0.952  72.6
11730  18:00:08.46  -19:08:47.1  -0.405  0.089  15.531    72  0.422602  0.336  0.960  48.9
11732  18:00:08.74  -21:37:18.6  -1.722  0.062  14.627    67  0.665347  0.300  0.913  83.4
11733  18:00:10.67  -21:30:27.5  -1.137  0.051  14.396    67  0.530346  0.291  0.944  137.5
11734  18:00:10.93  -18:50:47.1  -1.222  0.019  15.080    71  0.605918  0.187  0.944  61.1
11735  18:00:11.37  -25:09:13.9  -1.266  0.045  14.569    64  0.623497  0.150  0.930  50.7
11736  18:00:11.50  -19:48:24.4  -0.519  0.063  14.367   138  0.504175  0.190  0.955  54.6
11737  18:00:12.35  -20:26:08.0  -2.142  0.077  14.193    50  0.729846  0.294  0.874  97.2
11739  18:00:12.79  -21:16:52.4  -1.339  0.028  14.662    66  0.528436  0.294  0.948  104.5
11740  18:00:12.87  -24:28:38.8  -1.226  0.035  13.459    67  0.602337  0.161  0.927  84.0
11742  18:00:13.92  -22:40:33.7  -0.454  0.052  14.840    69  0.480664  0.240  0.937  72.8
11743  18:00:14.19  -19:30:29.0  -1.322  0.023  15.571    72  0.487723  0.402  0.928  84.4
11744  18:00:14.68  -25:00:30.1  -0.778  0.133  15.010    47  0.533836  0.246  0.927  64.8
11746  18:00:15.28  -25:18:47.8  -1.551  0.080  15.108    67  0.623484  0.309  0.908  51.7
11747  18:00:15.75  -20:19:01.1  -1.123  0.039  14.612    67  0.553159  0.240  0.933  89.4
11748  18:00:15.79  -24:36:15.5  -1.632  0.067  15.449    54  0.608055  0.391  0.912  62.4
11749  18:00:16.45  -22:00:30.4  -1.315  0.034  14.943   113  0.528950  0.337  0.959  90.8
11752  18:00:17.65  -19:12:53.9  -1.331  0.026  14.975    62  0.624541  0.210  0.922  78.8
11754  18:00:18.51  -25:15:00.2  -1.385  0.075  15.010    64  0.539363  0.353  0.913  52.6
11757  18:00:19.27  -25:12:42.0  -1.310  0.072  14.794    65  0.433559  0.317  0.933  92.7
11761  18:00:20.15  -24:46:06.4  -1.434  0.044  15.054    66  0.603275  0.221  0.915  60.5
11762  18:00:21.33  -23:59:50.1  -0.444  0.046  14.651    73  0.453806  0.276  0.949  77.8
11764  18:00:23.65  -19:59:34.2  -1.451  0.033  14.469    67  0.609420  0.280  0.934  126.0
11765  18:00:24.18  -21:35:55.2  -2.197  0.049  13.940    66  0.855410  0.235  0.922  125.3
11767  18:00:24.27  -24:11:02.9  -0.777  0.133  14.781    76  0.523080  0.275  0.950  46.9
11768  18:00:24.47  -22:21:14.8  -1.857  0.039  14.451    71  0.759176  0.202  0.929  77.5
11769  18:00:24.51  -24:56:31.9  -1.581  0.022  15.061    60  0.604527  0.293  0.936  61.7
11774  18:00:28.17  -22:23:10.7  -1.356  0.052  15.427    67  0.467382  0.369  0.943  73.8
11775  18:00:28.19  -21:47:11.3  -1.106  0.147  15.387    67  0.519430  0.259  0.931  37.5
11777  18:00:28.83  -23:17:54.2  -1.322  0.082  15.635    64  0.447309  0.322  0.900  58.9
11781  18:00:30.93  -25:33:53.7  -1.301  0.019  14.966    56  0.510803  0.337  0.929  76.6
11782  18:00:31.36  -25:40:43.8  -1.406  0.051  14.868    65  0.497073  0.238  0.937  47.8
11784  18:00:31.97  -21:35:24.3  -1.361  0.041  14.080    67  0.500772  0.306  0.910  114.0
11785  18:00:31.97  -20:49:15.3  -1.494  0.065  13.732    67  0.721295  0.138  0.937  93.9
11786  18:00:32.48  -20:13:51.9  -1.476  0.054  15.828    65  0.561138  0.298  0.939  41.1
11787  18:00:32.49  -26:34:22.0  -0.995  0.109  15.316   230  0.549070  0.136  0.969  43.6
11788  18:00:32.71  -25:05:04.1  -1.319  0.046  15.028    62  0.434084  0.436  0.954  85.3
11789  18:00:33.06  -20:22:53.4  -1.728  0.035  14.287    67  0.686801  0.293  0.947  112.1
11791  18:00:33.81  -20:14:52.1  -1.344  0.039  14.711    67  0.642440  0.189  0.915  53.3
11792  18:00:34.81  -21:31:47.0  -1.493  0.014  14.876    67  0.598100  0.311  0.944  72.2
11794  18:00:35.75  -25:39:05.2  -1.245  0.023  14.769    66  0.570631  0.267  0.937  80.4
11796  18:00:36.54  -19:38:10.7  -1.356  0.042  14.449    72  0.497666  0.257  0.952  73.2
11797  18:00:37.13  -21:48:23.6  -0.659  0.090  14.459   136  0.397844  0.326  0.971  73.3
11798  18:00:37.14  -20:09:16.2  -0.908  0.159  15.014    65  0.540751  0.203  0.919  50.7
11801  18:00:38.09  -23:08:15.1  -1.975  0.026  14.948    61  0.661894  0.283  0.951  114.5
11802  18:00:38.26  -22:22:52.6  -1.473  0.068  14.970    70  0.527033  0.321  0.930  72.1
11803  18:00:38.66  -24:41:05.8  -1.213  0.122  15.457    65  0.458235  0.239  0.955  45.5
11804  18:00:39.35  -19:23:11.4  -1.297  0.023  14.299    72  0.615014  0.226  0.909  127.3
11806  18:00:40.22  -19:58:38.6  -1.504  0.027  14.687    67  0.639602  0.266  0.903  109.5
11807  18:00:40.46  -19:12:12.2  -0.728  0.031  14.131    72  0.529964  0.236  0.932  153.3
11808  18:00:41.04  -24:17:17.0  -1.402  0.035  16.056    59  0.598777  0.301  0.947  40.1
11809  18:00:41.04  -23:27:16.1  -0.985  0.146  15.145    61  0.493293  0.194  0.942  55.5
11811  18:00:41.54  -19:53:22.1  -1.335  0.027  14.732    66  0.556932  0.282  0.906  109.7
11813  18:00:42.18  -25:22:27.4  -1.285  0.028  15.236    65  0.476970  0.348  0.916  56.0
11814  18:00:43.04  -22:28:22.9  -1.675  0.054  15.729    69  0.611465  0.308  0.948  41.0
11815  18:00:43.57  -19:44:47.1  -1.265  0.021  14.906    67  0.600666  0.254  0.946  49.2
11820  18:00:45.58  -24:57:20.5  -1.469  0.186  14.253    67  0.584933  0.116  0.934  56.4
11821  18:00:45.85  -21:15:28.2  -1.330  0.034  15.006    67  0.455067  0.313  0.940  103.4
11822  18:00:46.05  -22:25:43.8  -1.424  0.037  15.304    71  0.544778  0.301  0.939  79.6
11826  18:00:47.12  -21:15:41.9  -1.907  0.077  14.848    57  0.665037  0.303  0.921  83.4
11828  18:00:47.78  -22:26:15.6  -1.371  0.096  15.721    67  0.536951  0.343  0.934  51.5
11829  18:00:48.48  -23:25:18.4  -1.325  0.055  14.908    63  0.540968  0.261  0.928  42.8
11830  18:00:48.69  -22:24:36.2  -1.004  0.115  15.347    68  0.471673  0.398  0.917  79.4
11831  18:00:49.69  -22:38:36.0  -1.238  0.038  15.612    70  0.551770  0.328  0.933  74.4
11835  18:00:50.87  -22:51:30.1  -1.760  0.087  14.836    68  0.822241  0.246  0.947  100.8
11836  18:00:50.99  -19:27:36.5  -1.359  0.016  14.554   138  0.594378  0.282  0.954  124.1
11837  18:00:51.46  -21:59:47.1  -1.836  0.047  14.368    69  0.625606  0.272  0.915  84.2
11839  18:00:51.88  -25:00:45.7  -1.482  0.051  15.383    64  0.597548  0.330  0.941  51.8
11841  18:00:52.34  -21:40:32.5  -1.998  0.093  14.580   100  0.697567  0.247  0.952  79.2
11842  18:00:53.71  -22:11:17.4  -1.426  0.027  14.313    68  0.505724  0.254  0.868  118.6
11845  18:00:55.59  -20:22:16.0  -1.328  0.060  14.947    67  0.559110  0.324  0.940  78.9
11846  18:00:55.64  -22:33:09.5  -1.437  0.058  15.308    71  0.494052  0.430  0.952  81.8
11848  18:00:56.21  -22:20:34.7  -1.440  0.046  14.239    71  0.552191  0.195  0.885  55.3
11850  18:00:56.68  -19:15:12.5  -1.301  0.044  15.492    72  0.534522  0.361  0.922  77.3
11853  18:00:57.42  -21:20:50.1  -1.280  0.072  14.520    67  0.619467  0.169  0.953  59.5
11855  18:00:57.83  -20:45:35.5  -1.763  0.079  14.541    67  0.592911  0.288  0.945  71.2
11856  18:00:58.49  -19:38:51.8  -1.262  0.016  14.983    67  0.540069  0.332  0.936  109.8
11857  18:00:58.86  -21:05:25.5  -1.388  0.224  15.227    38  0.473074  0.556  0.915  90.6
11862  18:01:00.59  -21:46:11.2  -1.528  0.064  15.088   134  0.514495  0.343  0.956  73.7
11863  18:01:00.66  -20:03:10.6  -1.865  0.064  15.267    60  0.682402  0.266  0.940  64.8
11864  18:01:00.72  -21:32:11.9  -1.097  0.085  15.302    62  0.435378  0.549  0.922  133.2
11865  18:01:01.13  -24:05:10.5  -1.903  0.045  15.594    66  0.621236  0.357  0.918  57.2
11867  18:01:01.64  -18:56:51.4  -2.118  0.107  14.110    72  0.888510  0.297  0.943  176.6
11868  18:01:01.70  -24:41:38.6  -1.398  0.026  15.996    61  0.521631  0.415  0.921  56.2
11869  18:01:01.78  -21:21:33.7  -1.165  0.032  15.101    65  0.572844  0.241  0.943  70.4
11871  18:01:02.68  -24:41:12.1  -1.363  0.027  15.326    62  0.494615  0.324  0.937  50.5
11873  18:01:03.49  -21:40:42.9  -1.547  0.083  14.779   135  0.642827  0.280  0.970  53.6
11874  18:01:04.00  -19:51:46.9  -1.474  0.023  14.407    67  0.585385  0.289  0.934  82.4
11877  18:01:04.36  -19:00:07.0  -0.905  0.042  15.666    60  0.518865  0.274  0.932  62.5
11879  18:01:05.47  -25:25:34.7  -0.840  0.065  14.658    65  0.506985  0.210  0.937  51.3
11880  18:01:05.95  -25:18:37.5  -2.025  0.112  14.925    66  0.649713  0.392  0.915  58.6
11884  18:01:06.85  -24:36:50.3  -1.832  0.071  14.831    60  0.584603  0.223  0.926  58.8
11886  18:01:07.46  -24:40:54.1  -1.183  0.082  15.222    65  0.549568  0.350  0.952  63.5
11888  18:01:08.37  -22:12:42.2  -1.354  0.039  14.590    63  0.581340  0.306  0.929  102.0
11889  18:01:08.66  -22:17:56.8  -1.264  0.056  15.218    66  0.451399  0.398  0.929  67.8
11891  18:01:09.15  -22:28:03.0  -1.638  0.074  15.577    64  0.600624  0.391  0.885  57.5
11893  18:01:09.82  -24:38:01.6  -1.382  0.013  14.859    57  0.477004  0.350  0.914  103.5
11896  18:01:11.45  -26:34:28.6  -0.572  0.070  14.770   234  0.523633  0.266  0.963  139.9
11898  18:01:12.20  -26:12:56.9  -1.315  0.049  15.201   185  0.497572  0.341  0.936  112.2
11900  18:01:12.74  -19:18:31.1  -1.300  0.032  15.543   136  0.559735  0.329  0.962  61.1
11903  18:01:13.20  -21:43:38.0  -1.323  0.041  15.166    69  0.509427  0.385  0.887  76.1
11905  18:01:14.08  -20:36:27.8  -1.761  0.115  15.232    73  0.663483  0.344  0.906  76.5
11906  18:01:14.60  -22:06:39.4  -1.527  0.058  14.919    63  0.535572  0.394  0.925  103.8
11911  18:01:17.25  -19:48:59.2  -1.402  0.075  14.332    66  0.569688  0.160  0.938  51.8
11912  18:01:17.72  -22:38:27.5  -1.836  0.074  15.182    58  0.695129  0.309  0.921  80.5
11914  18:01:18.24  -20:15:32.3  -1.414  0.025  14.822    62  0.529324  0.350  0.929  117.6
11915  18:01:18.31  -20:48:58.5  -1.400  0.040  14.839    66  0.720179  0.181  0.933  49.1
11917  18:01:18.90  -21:53:41.1  -1.411  0.032  15.059    58  0.540436  0.339  0.899  74.7
11921  18:01:19.75  -22:10:29.8  -0.816  0.061  14.223    69  0.539706  0.247  0.950  81.9
11922  18:01:19.81  -21:35:11.0  -1.985  0.096  14.736   111  0.632258  0.310  0.926  33.1
11923  18:01:20.21  -22:34:36.7  -1.339  0.032  15.391    71  0.642890  0.235  0.949  43.6
11924  18:01:20.30  -25:39:19.5  -0.982  0.096  15.203    85  0.440858  0.323  0.933  57.5
11926  18:01:21.19  -20:22:57.3  -1.296  0.030  14.397    65  0.683590  0.174  0.951  65.9
11927  18:01:21.20  -22:03:15.5  -0.953  0.086  15.218    67  0.455300  0.283  0.906  55.3
11930  18:01:22.86  -21:24:03.7  -1.351  0.037  15.076    66  0.486161  0.369  0.929  85.6
11931  18:01:22.91  -24:45:53.2  -1.351  0.032  14.727    62  0.476928  0.324  0.949  74.3
11932  18:01:22.95  -20:17:18.7  -1.394  0.029  14.541    67  0.556435  0.320  0.912  113.0
11938  18:01:24.25  -20:44:44.2  -1.336  0.030  14.936    59  0.620530  0.238  0.929  77.9
11946  18:01:29.43  -23:54:34.3  -1.407  0.034  15.437    57  0.577503  0.326  0.951  54.0
11948  18:01:29.70  -24:33:14.9  -1.135  0.098  15.438    59  0.516568  0.355  0.927  45.7
11950  18:01:29.99  -19:03:42.2  -1.372  0.019  14.815    72  0.572299  0.278  0.930  90.8
11953  18:01:30.97  -21:26:50.2  -1.195  0.030  14.879    89  0.579166  0.217  0.936  57.2
11954  18:01:31.33  -20:19:39.8  -1.109  0.074  14.518    65  0.553892  0.170  0.941  41.7
11956  18:01:31.76  -21:00:07.2  -0.656  0.107  15.367    66  0.464360  0.263  0.917  47.3
11958  18:01:32.17  -25:35:47.4  -1.286  0.024  14.899    67  0.573687  0.273  0.945  78.7
11960  18:01:32.94  -23:39:23.0  -0.344  0.061  15.226   106  0.404490  0.295  0.959  53.8
11961  18:01:33.02  -21:19:09.6  -1.272  0.051  15.234    66  0.503938  0.332  0.942  71.9
11963  18:01:34.36  -21:57:12.8  -1.117  0.080  14.928    69  0.440648  0.347  0.941  57.0
11964  18:01:34.97  -21:50:45.5  -1.306  0.019  15.019    61  0.547995  0.326  0.938  70.4
11966  18:01:38.31  -20:59:52.7  -1.353  0.045  15.795    66  0.473113  0.362  0.956  58.4
11967  18:01:38.38  -21:11:06.6  -1.013  0.089  14.788    67  0.523467  0.215  0.902  71.4
11969  18:01:39.02  -25:11:33.1  -1.190  0.032  14.796    60  0.587043  0.212  0.935  59.5
11974  18:01:41.11  -24:57:46.2  -1.472  0.045  15.004    58  0.622519  0.255  0.909  61.2
11975  18:01:41.38  -25:37:31.0  -1.450  0.095  15.209    40  0.525841  0.301  0.898  51.2
11979  18:01:45.25  -24:52:29.7  -1.736  0.045  15.034    67  0.652812  0.256  0.898  54.0
11980  18:01:45.41  -21:49:51.3  -1.570  0.061  14.087    69  0.561852  0.182  0.941  86.6
11981  18:01:45.82  -21:12:32.8  -1.188  0.053  14.169    67  0.638116  0.208  0.888  111.2
11982  18:01:46.28  -24:12:02.1  -1.328  0.053  14.822    64  0.616530  0.203  0.937  49.5
11983  18:01:46.39  -25:20:57.2  -1.228  0.058  15.007    40  0.554277  0.362  0.894  88.5
11984  18:01:46.86  -24:47:30.8  -1.508  0.125  15.881    59  0.446968  0.423  0.940  60.8
11985  18:01:47.08  -22:35:28.1  -1.353  0.046  16.131    57  0.588364  0.341  0.909  39.3
11986  18:01:47.97  -22:10:25.4  -1.907  0.109  14.960    47  0.623532  0.228  0.922  49.6
11987  18:01:49.46  -20:56:39.3  -1.196  0.092  15.333    67  0.549385  0.215  0.952  51.5
11988  18:01:49.88  -24:21:30.5  -1.571  0.062  15.453    64  0.493119  0.399  0.932  66.8
11989  18:01:50.17  -21:30:15.6  -1.717  0.053  14.903    69  0.590755  0.359  0.954  97.1
11991  18:01:50.56  -21:20:50.9  -1.261  0.115  14.757   126  0.493382  0.222  0.937  73.6
11994  18:01:51.53  -20:33:50.2  -1.332  0.019  14.586    67  0.572919  0.295  0.909  99.2
